name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,39,0,0,1,36,1,0,185,0,11060,4,90,0,4,8,0,0,0,4,0,19,0,0,1,0,0,1,499,0
Aaron_Lennon,0,0,0,0,0,0,0,184,0,10748,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,2,2,889,0
Aaron_Ramsey,21,0,0,0,19,0,0,181,0,10622,0,19,0,0,5,0,0,0,2,0,19,0,0,1,1,0,2,478,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,181,0,11218,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,2,7,0
Abdoulaye_Doucour�,34,0,0,2,28,0,0,190,0,11088,0,90,0,0,17,0,0,0,7,0,19,0,3,0,0,4,1,7,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,183,0,10686,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,2,4,12,0
Abel_Hern�ndez,0,0,0,0,0,0,0,184,0,10769,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,2,2,22,0
Adama_Diomande,20,0,0,0,16,3,0,184,1,10770,0,84,0,0,6,0,0,0,3,0,19,0,3,1,2,2,2,11900,0
Adama_Traor�,21,0,0,0,12,8,0,187,0,11169,1,81,0,1,11,0,0,0,7,0,19,0,3,1,1,1,2,189,0
Adam_Clayton,7,0,0,2,4,0,0,187,1,10889,0,13,0,0,11,0,0,0,1,0,19,0,0,0,0,1,2,5186,0
Adam_Federici,0,0,0,0,0,0,0,189,0,10636,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,3,0,49,0
Adam_Forshaw,42,0,0,3,37,1,0,187,2,10892,1,90,0,0,11,0,0,0,2,0,19,0,1,0,1,1,2,4481,0
Adam_Lallana,35,0,0,2,27,1,0,186,3,10811,3,90,2,1,10,0,0,0,4,0,19,0,4,0,0,0,1,158030,0
Adam_Matthews,0,0,0,0,0,0,0,182,0,10951,0,0,0,0,3,0,0,0,0,0,19,0,0,0,0,1,4,8,0
Adam_Reach,0,0,0,0,0,0,0,187,0,10891,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,2,0
Adam_Smith,5,0,0,3,4,1,0,189,1,10640,0,18,0,0,16,0,0,0,1,0,19,0,1,1,0,3,0,4400,0
Adl�ne_Gu�dioura,38,0,0,3,30,1,0,190,0,11021,0,90,0,0,17,0,0,0,11,0,19,0,3,4,0,4,1,362,0
Adnan_Januzaj,23,0,0,3,13,5,0,182,0,10867,2,90,0,0,3,0,0,0,5,0,19,0,9,3,1,1,4,239,0
Adrian_Mariappa,0,0,0,0,0,0,0,190,0,11162,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,72,0
Adri�n_San Miguel del Castillo,0,0,0,0,0,0,0,185,0,11056,0,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,1,212,0
Ahmed_Elmohamady,35,0,0,4,28,1,0,184,2,10764,3,90,0,0,6,0,0,0,3,0,19,0,3,1,0,2,2,181,1
Ahmed_Musa,0,0,0,0,0,0,0,185,0,10793,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,1,295,0
Aiden_O'Neill,0,0,0,0,0,0,0,182,0,11137,0,0,0,0,15,0,0,0,0,0,19,0,0,0,0,1,4,76,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,181,0,11199,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,2,3,0
Alberto_Moreno,0,0,0,0,0,0,0,186,0,10798,0,0,0,0,10,0,0,0,0,0,19,0,0,0,0,0,1,196,0
Albert_Adomah,0,0,0,0,0,0,0,187,0,10887,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,3,0
Aleix_Garc�a Serrano,0,0,0,0,0,0,0,186,0,11184,0,0,0,0,9,0,0,0,0,0,19,0,0,0,0,0,1,20,0
Aleksandar_Kolarov,55,0,0,9,38,2,0,186,3,10826,0,90,0,0,9,0,0,0,8,0,19,0,1,2,1,0,1,2941,0
Alexander_Manninger,0,0,0,0,0,0,0,186,0,11130,0,0,0,0,10,0,0,0,0,0,19,0,0,0,0,0,1,208,0
Alexis_S�nchez,59,0,1,1,44,4,0,181,1,10618,5,90,0,3,5,0,0,0,2,0,19,0,8,1,2,0,2,21071,0
Alex_Baptiste,0,0,0,0,0,0,0,187,0,11128,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,13,0
Alex_Bruce,0,0,0,0,0,0,0,184,0,10760,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,2,2,75,0
Alex_Iwobi,58,1,0,1,52,0,0,181,0,10627,5,76,0,0,5,0,0,0,4,0,19,0,2,1,0,0,2,6051,0
Alex_McCarthy,0,0,0,0,0,0,0,188,0,10707,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,2,1,18,0
Alex_Oxlade-Chamberlain,9,0,0,0,5,3,0,181,0,10624,1,14,0,0,5,0,0,0,0,0,19,0,0,0,0,0,2,672,0
Alex_Palmer,0,0,0,0,0,0,0,188,0,11207,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,2,1,235,0
Alex_Pike,0,0,0,0,0,0,0,185,0,11214,0,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,1,275,0
Alex_Pritchard,0,0,0,0,0,0,0,190,0,11007,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,4,1,2,0
Alfie_Mawson,37,0,0,2,30,0,0,189,1,11164,0,90,0,0,2,0,0,0,4,0,19,0,1,1,0,3,0,34,0
Allan-Rom�o_Nyom,13,0,0,4,9,0,0,188,4,11018,0,45,0,0,13,0,0,0,4,0,19,0,0,0,0,2,1,8105,1
Allan_McGregor,0,0,0,0,0,0,0,184,0,10752,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,2,2,6,0
Almen_Abdi,0,0,0,0,0,0,0,190,0,11023,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,3,0
Ander_Herrera,116,0,0,4,110,2,1,187,0,10868,3,90,0,0,12,0,0,0,7,0,19,0,1,1,2,1,2,4428,0
Andreas_Pereira,0,0,0,0,0,0,0,187,0,10869,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,1,2,7,0
Andrew_Eleftheriou,0,0,0,0,0,0,0,190,0,11211,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,83,0
Andrew_Robertson,44,0,0,5,32,2,0,184,1,10758,0,90,0,0,6,0,0,0,6,0,19,0,1,1,0,2,2,637,0
Andrew_Surman,68,0,0,6,64,0,0,189,1,10645,0,88,0,0,16,0,0,0,12,0,19,0,2,0,0,3,0,65,0
Andre_Gray,9,0,0,0,6,1,0,182,0,10674,1,77,2,0,15,0,0,0,1,0,19,0,0,0,3,1,4,11338,0
Andros_Townsend,16,0,0,5,15,1,0,181,1,10726,1,70,0,1,1,0,0,0,4,0,19,0,2,1,0,0,2,3290,0
Andr�_Ayew,23,0,0,0,15,1,0,185,0,10980,0,64,1,0,8,0,0,0,1,0,19,0,0,0,2,0,1,1503,0
Andy_Carroll,40,0,0,1,17,0,0,185,1,11074,1,90,0,0,8,0,0,0,1,0,19,0,2,0,3,0,1,27110,0
Andy_King,0,0,0,0,0,0,0,185,0,10784,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,1,589,0
Angelo_Ogbonna,69,0,0,8,53,0,0,185,2,11062,0,90,0,0,8,0,0,0,8,0,19,0,0,1,0,0,1,789,1
Angel_Rangel,0,0,0,0,0,0,0,189,0,10967,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,3,0,233,0
Anthony_Martial,41,0,1,0,34,7,0,187,1,10873,2,90,0,3,12,0,0,0,3,0,19,0,4,0,1,1,2,61,0
Antonio_Barrag�n,0,0,0,0,0,0,0,187,0,11083,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,898,0
Antonio_Valencia,63,0,0,5,62,3,0,187,1,10856,3,90,0,5,12,0,0,0,8,0,19,0,1,0,0,1,2,16358,0
Arouna_Kon�,0,0,0,0,0,0,0,184,0,10750,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,2,2,234,0
Arthur_Masuaku,0,0,0,0,0,0,0,185,0,11111,0,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,1,16,0
Artur_Boruc,32,0,0,1,18,0,0,189,0,10635,0,90,0,0,16,0,0,0,11,0,19,5,0,0,0,3,0,2496,0
Ashley_Barnes,18,1,0,2,12,0,0,182,4,10676,2,84,1,0,15,0,0,0,1,0,19,0,1,0,0,1,4,9922,0
Ashley_Fletcher,0,0,0,0,0,0,0,185,0,11141,0,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,1,257,0
Ashley_Williams,53,0,0,13,48,0,0,184,1,10965,1,90,0,0,7,0,0,0,6,0,19,0,0,3,0,2,2,34501,0
Ashley_Young,0,0,0,0,0,0,0,187,0,10866,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,1,2,25,0
Asmir_Begovic,0,0,0,0,0,0,0,183,0,10680,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,2,4,23,0
Bacary_Sagna,0,0,0,0,0,0,0,186,0,10830,0,0,0,0,9,0,0,0,0,0,19,0,0,0,0,0,1,520,0
Baf�timbi_Gomis,0,0,0,0,0,0,0,189,0,10983,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,3,0,13,0
Bakary_Sako,0,0,0,0,0,0,0,181,0,10725,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,2,11,0
Bamidele_Alli,18,0,0,0,10,0,0,190,1,11004,0,60,0,0,18,0,0,0,4,0,19,0,4,0,1,4,1,51084,0
Bartosz_Kapustka,0,0,0,0,0,0,0,185,0,11103,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,1,7,0
Bastian_Schweinsteiger,0,0,0,0,0,0,0,187,0,10871,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,1,2,23,0
Benik_Afobe,24,0,1,1,19,1,0,189,1,10658,1,90,1,0,16,0,0,0,2,0,19,0,1,1,1,3,0,3128,0
Benjamin_Chilwell,32,0,0,7,18,2,0,185,1,11102,0,90,0,0,20,0,0,0,3,0,19,0,0,0,0,0,1,89,0
Ben_Davies,16,0,0,1,15,0,0,190,0,10992,0,23,0,0,18,0,0,0,1,0,19,0,0,0,0,4,1,233,0
Ben_Foster,37,0,0,0,11,0,0,188,0,11036,0,90,0,0,13,0,0,0,11,0,19,0,0,0,0,2,1,13649,0
Ben_Gibson,30,0,0,13,24,0,0,187,0,10884,0,90,0,0,11,0,0,0,2,0,19,0,0,0,0,1,2,10456,0
Ben_Hamer,0,0,0,0,0,0,0,185,0,11189,0,0,0,0,20,0,0,0,0,0,19,0,0,0,0,0,1,8,0
Ben_Hinchcliffe,0,0,0,0,0,0,0,184,0,11151,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,2,2,68,0
Ben_Mee,41,0,0,2,29,0,0,182,0,10662,0,90,0,0,15,0,0,0,6,0,19,0,0,1,0,1,4,6136,0
Ben_Watson,0,0,0,0,0,0,0,190,0,11024,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,819,0
Ben_Woodburn,0,0,0,0,0,0,0,186,0,11209,0,0,0,0,10,0,0,0,0,0,19,0,0,0,0,0,1,57,0
Ben_Wynter,0,0,0,0,0,0,0,181,0,11191,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,2,86,0
Bernardo_Espinosa Z��iga,36,0,0,16,28,1,0,187,2,10886,0,90,0,0,11,0,0,0,0,0,19,0,0,2,0,1,2,15,0
Bertrand_Traore,0,0,0,0,0,0,0,183,0,10697,0,0,0,0,14,0,0,0,0,0,19,0,0,0,0,2,4,7,0
Billy_Jones,38,0,0,9,29,1,0,182,1,10949,1,90,0,0,3,0,0,0,6,0,19,0,1,0,0,1,4,52,1
Boaz_Myhill,0,0,0,0,0,0,0,188,0,11035,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,2,1,139,0
Bojan_Krkic,9,0,0,0,8,0,0,183,0,10941,0,30,0,0,4,0,0,0,1,0,19,0,1,1,0,2,4,341,0
Borja_Bast�n,0,0,0,0,0,0,0,189,0,11113,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,3,0,56,0
Bradley_Guzan,0,0,0,0,0,0,0,187,0,11096,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,58,0
Bradley_Smith,0,0,0,0,0,0,0,189,0,10803,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,3,0,1686,0
Brandon_Mason,6,0,0,2,5,0,0,190,1,11227,0,23,0,0,17,0,0,0,2,0,19,0,0,0,0,4,1,0,0
Branislav_Ivanovic,1,0,0,0,0,0,0,183,0,10682,0,9,0,0,14,0,0,0,0,0,19,0,0,1,0,2,4,315,0
Brendan_Galloway,0,0,0,0,0,0,0,188,0,10735,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,2,1,173,0
Brian_Lenihan,0,0,0,0,0,0,0,184,0,10754,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,2,2,1746,0
Brice_Dja Dj�dj�,0,0,0,0,0,0,0,190,0,11087,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,0,0
Bruno_Martins Indi,26,0,0,6,25,0,0,183,0,11168,0,90,0,0,4,0,0,0,4,0,19,0,0,1,0,2,4,246,0
Bryan_Oviedo,0,0,0,0,0,0,0,184,0,10746,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,2,2,55,0
Callum_McManaman,0,0,0,0,0,0,0,188,0,11049,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,2,1,115,0
Callum_Wilson,0,0,0,0,0,0,0,189,0,10655,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,3,0,5976,0
Calum_Chambers,28,0,0,12,21,1,0,187,3,10617,0,90,0,1,11,0,0,0,7,0,19,0,1,2,0,1,2,5922,1
Cameron_Borthwick-Jackson,0,0,0,0,0,0,0,187,0,10858,0,0,0,0,12,0,0,0,0,0,19,0,0,0,0,1,2,3,0
Cameron_Brannagan,0,0,0,0,0,0,0,186,0,10816,0,0,0,0,10,0,0,0,0,0,19,0,0,0,0,0,1,264,0
Cameron_Carter-Vickers,0,0,0,0,0,0,0,190,0,11107,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,4,1,10,0
Carlos_De Pena,0,0,0,0,0,0,0,187,0,10893,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,688,0
Carl_Jenkinson,0,0,0,0,0,0,0,181,0,10615,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,2,32,0
Carl_Stewart,0,0,0,0,0,0,0,190,0,11228,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,0,0
Cesc_F�bregas,67,1,0,2,56,0,0,183,2,10689,5,72,0,0,14,0,0,0,3,0,19,0,0,1,0,2,4,11529,1
Charlie_Adam,61,0,0,6,47,0,0,183,5,10934,1,90,0,0,4,0,0,0,10,0,19,0,1,1,1,2,4,1393,1
Charlie_Austin,0,0,0,0,0,0,0,188,0,10920,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,2,1,626,0
Charlie_Daniels,52,1,0,6,41,1,0,189,1,10639,1,90,0,0,16,0,0,0,4,0,19,0,1,0,1,3,0,8355,0
Charlie_Rowan,0,0,0,0,0,0,0,190,0,11225,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,0,0
Cheikhou_Kouyat�,34,0,0,4,23,0,0,185,1,11065,1,77,0,0,8,0,0,0,5,0,19,0,1,0,1,0,1,1587,0
Christian_Benteke,19,0,0,1,7,0,0,181,0,10819,0,76,3,0,1,0,0,0,4,0,19,0,3,0,1,0,2,7407,0
Christian_Eriksen,68,1,0,2,61,0,0,190,0,11000,5,90,0,1,18,0,0,0,6,0,19,0,3,5,3,4,1,48671,0
Christian_Fuchs,5,0,0,3,2,0,0,185,0,10774,1,21,0,0,20,0,0,0,1,0,19,0,0,1,0,0,1,408,0
Christian_Kabasele,0,0,0,2,0,0,0,190,0,11020,0,12,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,11,0
Chris_Brunt,29,0,0,8,23,0,0,188,0,11044,0,90,0,0,13,0,0,0,10,0,19,0,0,2,1,2,1,10366,0
Chris_Long,0,0,0,0,0,0,0,182,0,10678,0,0,0,0,15,0,0,0,0,0,19,0,0,0,0,1,4,84,0
Chris_Smalling,24,0,0,3,22,0,0,187,1,10850,0,71,1,0,12,0,0,0,3,0,19,0,0,0,0,1,2,262,0
Chuba_Akpom,0,0,0,0,0,0,0,181,0,11099,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,2,18,0
Chung-yong_Lee,16,0,0,1,13,0,0,181,0,10723,0,20,0,0,1,0,0,0,3,0,19,0,0,1,0,0,2,152,0
Claudio_Bravo,26,0,0,1,13,1,0,186,0,11147,0,90,0,0,9,0,0,0,4,0,19,0,0,0,0,0,1,778,0
Claudio_Yacob,23,0,0,6,17,0,0,188,2,11048,0,90,0,0,13,0,0,0,7,0,19,0,1,5,0,2,1,401,0
Clinton_N'Jie,0,0,0,0,0,0,0,190,0,11010,0,0,0,0,18,0,0,0,0,0,19,0,0,0,0,4,1,7,0
Connor_Randall,0,0,0,0,0,0,0,186,0,10802,0,0,0,0,10,0,0,0,0,0,19,0,0,0,0,0,1,4383,0
Connor_Wickham,0,0,0,0,0,0,0,181,0,10728,0,0,0,0,1,0,0,0,0,0,19,0,0,0,0,0,2,33,0
Costel_Pantilimon,0,0,0,0,0,0,0,190,0,11012,0,0,0,0,17,0,0,0,0,0,19,0,0,0,0,4,1,52,0
Craig_Cathcart,21,0,0,2,11,0,0,190,3,11014,0,90,0,0,17,0,0,0,3,0,19,0,0,2,0,4,1,30,1
Craig_Dawson,24,0,0,6,12,0,0,188,3,11039,0,90,0,0,13,0,0,0,2,0,19,0,0,2,0,2,1,287,1
Craig_Gardner,0,0,0,0,0,0,0,188,0,11046,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,2,1,10,0
Cristhian_Stuani,0,0,0,0,0,0,0,187,0,10899,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,4360,0
Cristian_Gamboa,0,0,0,0,0,0,0,188,0,11041,0,0,0,0,13,0,0,0,0,0,19,0,0,0,0,2,1,10,0
Cuco_Martina,45,0,0,4,36,0,0,188,0,10908,0,74,0,0,19,0,0,0,3,0,19,0,0,0,0,2,1,2411,0
Curtis_Davies,27,0,0,11,23,0,0,184,0,10755,1,90,0,0,6,0,0,0,2,0,19,0,0,1,0,2,2,134,0
C�dric_Soares,0,0,0,0,0,0,0,188,0,10907,0,0,0,0,19,0,0,0,0,0,19,0,0,0,0,2,1,3325,0
C�sar_Azpilicueta,61,0,0,5,54,0,0,183,2,10683,0,90,0,0,14,0,0,0,5,0,19,0,1,0,0,2,4,53434,0
Dael_Fry,0,0,0,0,0,0,0,187,0,10883,0,0,0,0,11,0,0,0,0,0,19,0,0,0,0,1,2,25,0
Daley_Blind,41,0,0,2,37,1,0,187,1,10860,3,63,0,2,12,0,0,0,3,0,19,0,0,1,0,1,2,18381,1
