name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,25,0,0,16,18,0,0,146,1,8602,0,90,1,1,9,0,0,0,5,0,15,0,1,0,1,2,2,163,0
Aaron_Lennon,3,1,0,1,3,0,0,148,0,8290,2,8,0,2,18,0,0,0,0,0,15,0,1,0,0,2,3,73,0
Aaron_Ramsey,0,0,0,0,0,0,0,141,0,8164,0,0,0,0,14,0,0,0,0,0,15,0,0,0,0,1,3,401,0
Abdoulaye_Doucour�,0,0,0,0,0,0,0,148,0,8630,0,0,0,0,6,0,0,0,0,0,15,0,0,0,0,2,3,7,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,143,0,8228,0,0,0,0,19,0,0,0,0,0,15,0,0,0,0,0,1,17,0
Abel_Hern�ndez,0,0,0,0,0,0,0,144,0,8311,0,0,0,0,5,0,0,0,0,0,15,0,0,0,0,3,3,106,0
Adama_Diomande,22,0,1,0,19,2,0,144,4,8312,0,90,2,0,5,0,0,0,1,0,15,0,1,2,1,3,3,5261,0
Adama_Traor�,0,0,0,0,0,2,0,150,0,8711,0,10,0,0,13,0,0,0,1,0,15,0,1,0,0,0,1,734,0
Adam_Clayton,52,0,0,10,46,0,0,150,3,8431,0,90,0,0,13,0,0,0,6,0,15,0,1,1,0,0,1,856,1
Adam_Federici,0,0,0,0,0,0,0,142,0,8178,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,2,3,196,0
Adam_Forshaw,52,0,0,2,43,0,0,150,1,8434,0,90,0,0,13,0,0,0,7,0,15,0,1,1,0,0,1,1175,1
Adam_Lallana,44,0,0,1,37,0,0,146,2,8353,3,90,1,0,20,0,0,0,2,0,15,0,5,1,0,2,2,34072,0
Adam_Matthews,0,0,0,0,0,0,0,147,0,8493,0,0,0,0,16,0,0,0,0,0,15,0,0,0,0,0,3,13,0
Adam_Reach,0,0,0,0,0,0,0,150,0,8433,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,1,5,0
Adam_Smith,43,0,0,1,33,0,0,142,3,8182,1,90,0,0,3,0,0,0,3,0,15,0,2,0,1,2,3,9441,0
