name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,20,1,0,4,12,0,0,74,2,4409,2,74,1,1,5,0,0,0,3,1,8,0,0,0,1,1,0,678,0
Aaron_Lennon,0,0,0,0,0,0,0,76,0,4097,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,1,1,65,0
Aaron_Ramsey,0,0,0,0,0,0,0,71,0,3971,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,2,3,49,0
Abdoulaye_Doucour�,0,0,0,0,0,0,0,77,0,4437,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,0,13,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,73,0,4035,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,3,11,0
Abel_Hern�ndez,0,0,0,0,0,0,0,72,0,4118,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,1,6,4172,0
Adama_Diomande,3,0,0,0,3,0,0,72,1,4119,0,28,0,0,2,0,0,0,1,0,8,0,0,1,1,1,6,23491,0
Adama_Traor�,4,0,0,0,3,4,0,77,0,4518,0,22,0,1,18,0,0,0,2,0,8,0,5,0,0,1,0,27,0
Adam_Clayton,0,0,0,0,0,0,0,77,0,4238,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,0,271,0
Adam_Federici,0,0,0,0,0,0,0,72,0,3985,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,1,6,77,0
Adam_Forshaw,71,0,0,2,67,0,0,77,1,4241,0,90,0,0,18,0,0,0,7,0,8,0,1,2,1,1,0,284,0
Adam_Lallana,16,0,0,0,15,0,0,75,0,4160,0,31,0,0,11,0,0,0,2,0,8,0,2,0,1,0,0,11154,0
Adam_Matthews,0,0,0,0,0,0,0,79,0,4300,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,2,26,0
Adam_Reach,0,0,0,0,0,0,0,77,0,4240,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,0,4,0
Adam_Smith,39,0,0,5,38,0,0,72,2,3989,1,90,0,0,7,0,0,0,3,0,8,0,0,1,0,1,6,78546,0
Adl�ne_Gu�dioura,0,0,0,0,0,0,0,77,0,4370,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,0,63,0
Adnan_Januzaj,0,0,0,0,0,0,0,79,0,4216,0,0,0,0,14,0,0,0,0,0,8,0,0,0,0,0,2,28,0
Adrian_Mariappa,0,0,0,0,0,0,0,77,0,4511,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,0,1622,0
Adri�n_San Miguel del Castillo,41,0,0,1,21,0,0,74,0,4405,0,90,0,0,5,0,0,0,15,0,8,3,0,0,0,1,0,510,0
Ahmed_Elmohamady,53,0,0,3,41,1,0,72,2,4113,1,90,0,1,2,0,0,0,7,0,8,0,0,0,0,1,6,110,0
Ahmed_Musa,16,0,0,0,9,0,0,73,3,4142,0,66,0,0,4,0,0,0,2,0,8,0,6,2,2,0,3,546,0
Aiden_O'Neill,17,0,0,2,12,0,0,78,1,4486,0,50,0,0,13,0,0,0,1,0,8,0,0,1,0,1,3,79,0
Alberto_Moreno,2,0,0,1,2,0,0,75,0,4147,0,5,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,402,0
Albert_Adomah,0,0,0,0,0,0,0,77,0,4236,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,0,1,0
Aleix_Garc�a Serrano,0,0,0,0,0,0,0,76,0,4533,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,1,1,44,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,76,0,4175,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,1,1,2040,0
Alexander_Manninger,0,0,0,0,0,0,0,75,0,4479,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,458,0
Alexis_S�nchez,40,1,0,1,26,4,0,71,0,3967,1,81,5,0,16,0,0,0,5,0,8,0,6,2,1,2,3,126341,0
Alex_Baptiste,0,0,0,0,0,0,0,77,0,4477,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,1,0,25,0
Alex_Bruce,0,0,0,0,0,0,0,72,0,4109,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,1,6,278,0
Alex_Iwobi,50,0,0,1,47,4,0,71,0,3976,1,67,0,0,16,0,0,0,10,0,8,0,4,0,1,2,3,18250,0
Alex_McCarthy,0,0,0,0,0,0,0,78,0,4056,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,1,3,57,0
Alex_Oxlade-Chamberlain,2,2,0,0,2,1,0,71,0,3973,2,9,0,0,16,0,0,0,2,0,8,0,1,0,0,2,3,467,0
Alex_Pritchard,0,0,0,0,0,0,0,80,0,4356,0,0,0,0,19,0,0,0,0,0,8,0,0,0,0,1,1,1,0
Alfie_Mawson,0,0,0,0,0,0,0,71,0,4513,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,2,3,23,0
Allan-Rom�o_Nyom,20,0,0,5,13,0,0,80,4,4367,2,90,0,1,17,0,0,0,5,0,8,0,0,2,0,1,1,1293,0
Allan_McGregor,0,0,0,0,0,0,0,72,0,4101,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,1,6,21,0
Almen_Abdi,0,0,0,0,0,0,0,77,0,4372,0,0,0,0,12,0,0,0,0,0,8,0,0,0,0,1,0,6,0
Ander_Herrera,53,0,0,15,40,5,0,75,4,4217,0,90,0,0,9,0,0,0,10,0,8,0,1,3,0,0,0,505,0
Andreas_Pereira,0,0,0,0,0,0,0,75,0,4218,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,5,0
Andrew_Robertson,38,0,0,4,30,1,0,72,2,4107,0,62,0,1,2,0,0,0,3,0,8,0,1,0,0,1,6,3610,1
Andrew_Surman,66,0,0,8,64,0,0,72,0,3994,1,90,0,0,7,0,0,0,9,0,8,0,0,1,0,1,6,247,0
Andre_Gray,0,0,0,0,0,0,0,78,0,4023,0,0,0,0,13,0,0,0,0,0,8,0,0,0,0,1,3,350,0
Andros_Townsend,22,1,0,0,19,2,0,74,0,4075,3,90,0,2,20,0,0,0,5,0,8,0,6,0,0,1,0,9762,0
Andr�_Ayew,0,0,0,0,0,0,0,74,0,4329,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,0,20,0
Andy_Carroll,0,0,0,0,0,0,0,74,0,4423,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,1,0,99,0
Andy_King,3,0,0,1,3,0,0,73,0,4133,0,17,0,0,4,0,0,0,1,0,8,0,0,0,0,0,3,165,0
