name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,0,0,0,0,0,0,0,20,0,979,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,79,0
Aaron_Lennon,0,0,0,0,0,0,0,18,0,667,0,0,0,0,19,0,0,0,0,0,2,0,0,0,0,2,1,290,0
Aaron_Ramsey,0,0,0,0,0,0,0,13,0,541,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1610,0
Abdoulaye_Doucour�,3,0,0,1,3,0,0,17,0,1007,0,7,0,0,4,0,0,0,1,0,2,0,0,0,0,2,1,15,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,17,0,605,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,2,1,6,0
Abel_Hern�ndez,23,0,1,0,16,0,0,15,2,688,0,90,2,0,16,0,0,0,1,0,2,0,2,0,0,2,0,10761,0
Adama_Diomande,28,0,0,1,19,1,0,15,0,689,0,72,1,0,16,0,0,0,4,0,2,0,5,1,2,2,0,82044,0
Adam_Clayton,60,0,0,3,52,0,0,19,4,808,0,90,0,0,15,0,0,0,8,0,2,0,3,1,1,2,1,782,1
Adam_Federici,0,0,0,0,0,0,0,20,0,555,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,0,1,65,0
Adam_Forshaw,61,0,0,4,53,1,0,19,0,811,1,90,0,0,15,0,0,0,8,0,2,0,1,0,1,2,1,94,0
Adam_Lallana,65,0,0,0,58,2,0,12,0,730,2,77,0,0,3,0,0,0,6,0,2,0,2,1,0,0,2,97051,0
Adam_Matthews,0,0,0,0,0,0,0,19,0,870,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,2,1,22,0
Adam_Reach,0,0,0,0,0,0,0,19,0,810,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,2,1,26,0
Adam_Smith,43,0,0,8,40,0,0,20,1,559,0,90,0,0,20,0,0,0,5,0,2,0,1,0,0,0,1,28792,0
Adl�ne_Gu�dioura,32,0,0,3,26,2,0,17,3,940,1,87,1,1,4,0,0,0,6,0,2,0,3,1,1,2,1,116,0
Adnan_Januzaj,20,0,0,1,13,6,0,19,0,786,4,90,0,1,12,0,0,0,5,0,2,0,7,0,2,2,1,7279,0
Adri�n_San Miguel del Castillo,21,0,0,0,8,0,0,20,0,975,0,90,0,0,2,0,0,0,8,0,2,5,0,0,0,0,1,9312,0
Ahmed_Elmohamady,46,0,0,7,37,0,0,15,1,683,0,90,0,0,16,0,0,0,8,0,2,0,1,6,0,2,0,1486,0
Ahmed_Musa,2,0,0,0,2,0,0,13,0,712,0,4,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,12811,0
Aiden_O'Neill,0,0,0,0,0,0,0,12,0,1056,0,1,0,0,9,0,0,0,0,0,2,0,0,0,0,0,2,0,0
Alberto_Moreno,18,0,0,1,15,1,0,12,0,717,0,14,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,3697,0
Albert_Adomah,15,0,0,0,11,0,0,19,1,806,0,32,0,0,15,0,0,0,3,0,2,0,1,1,0,2,1,358,0
Aleksandar_Kolarov,41,0,0,5,34,0,0,14,0,745,0,90,0,1,14,0,0,0,5,0,2,0,0,1,0,4,1,2686,0
Alexander_Manninger,0,0,0,0,0,0,0,12,0,1049,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,2,1014,0
Alexis_S�nchez,58,0,0,1,49,2,0,13,1,537,3,90,0,0,8,0,0,0,3,0,2,0,5,0,1,0,0,5439,0
Alex_Baptiste,0,0,0,0,0,0,0,19,0,1047,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0,2,1,765,0
Alex_Bruce,0,0,0,0,0,0,0,15,0,679,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,2,0,193,0
Alex_Iwobi,0,0,0,0,0,0,0,13,0,546,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1266,0
Alex_McCarthy,0,0,0,0,0,0,0,11,0,626,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,0,2,71,0
Alex_Oxlade-Chamberlain,32,0,0,0,25,6,0,13,0,543,1,77,0,0,8,0,0,0,8,0,2,0,7,1,1,0,0,20549,0
Alex_Pritchard,0,0,0,0,0,0,0,16,0,926,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,5,0
Allan-Rom�o_Nyom,0,0,0,0,0,0,0,17,0,937,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,1,157,0
Allan_McGregor,0,0,0,0,0,0,0,15,0,671,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,2,0,44,0
