name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,0,0,0,0,0,0,0,70,0,3820,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,1,40,0
Aaron_Lennon,0,0,0,0,0,0,0,62,0,3508,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,1,1,73,0
Aaron_Ramsey,0,0,0,0,0,0,0,61,0,3382,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,1,0,32,0
Abdoulaye_Doucour�,0,0,0,0,0,0,0,69,0,3848,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,2,2,8,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,63,0,3446,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,2,0,11,0
Abel_Hern�ndez,3,0,0,0,3,0,0,63,0,3529,1,19,0,0,4,0,0,0,0,0,7,0,0,0,0,2,0,7822,0
Adama_Diomande,14,0,0,0,12,1,0,63,1,3530,1,62,0,0,4,0,0,0,3,0,7,0,6,0,0,2,0,30496,0
Adama_Traor�,0,0,0,0,0,0,0,70,0,3929,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,1,1,164,0
Adam_Clayton,0,0,0,0,0,0,0,70,0,3649,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,1,1,829,0
Adam_Federici,0,0,0,0,0,0,0,69,0,3396,0,0,0,0,18,0,0,0,0,0,7,0,0,0,0,2,2,75,0
Adam_Forshaw,73,1,0,1,62,1,0,70,0,3652,1,90,0,0,20,0,0,0,5,0,7,0,0,2,0,1,1,174,0
Adam_Lallana,10,0,0,0,9,0,0,67,0,3571,0,22,0,0,16,0,0,0,1,0,7,0,0,0,1,2,1,195460,0
Adam_Matthews,0,0,0,0,0,0,0,66,0,3711,0,0,0,0,19,0,0,0,0,0,7,0,0,0,0,1,1,30,0
Adam_Reach,0,0,0,0,0,0,0,70,0,3651,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,1,1,10,0
Adam_Smith,36,1,0,11,31,3,0,69,2,3400,2,90,0,1,18,0,0,0,6,0,7,0,3,3,0,2,2,59205,1
Adl�ne_Gu�dioura,6,0,0,1,4,0,0,69,0,3781,0,12,0,0,2,0,0,0,0,0,7,0,1,2,0,2,2,63,0
Adnan_Januzaj,0,0,0,0,0,0,0,66,0,3627,0,0,0,0,19,0,0,0,0,0,7,0,0,0,0,1,1,346,0
Adrian_Mariappa,0,0,0,0,0,0,0,69,0,3922,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,2,2,2695,0
Adri�n_San Miguel del Castillo,22,0,0,3,11,0,0,70,0,3816,1,90,0,0,12,0,0,0,8,0,7,1,0,0,0,1,1,1263,0
Ahmed_Elmohamady,0,0,0,0,0,0,0,63,0,3524,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,2,0,37,0
Ahmed_Musa,0,0,0,0,0,0,0,64,0,3553,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,446,0
Aiden_O'Neill,0,0,0,0,0,0,0,61,0,3897,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,168,0
Alberto_Moreno,0,0,0,0,0,0,0,67,0,3558,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,2,1,614,0
Albert_Adomah,0,0,0,0,0,0,0,70,0,3647,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,1,1,2,0
Aleix_Garc�a Serrano,0,0,0,0,0,0,0,68,0,3944,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,2,32,0
Aleksandar_Kolarov,53,0,0,5,40,0,0,68,0,3586,2,90,0,1,17,0,0,0,3,0,7,0,1,0,0,0,2,3414,0
Alexander_Manninger,0,0,0,0,0,0,0,67,0,3890,0,0,0,0,16,0,0,0,0,0,7,0,0,0,0,2,1,724,0
Alexis_S�nchez,55,0,0,0,39,6,0,61,0,3378,8,90,0,1,3,0,0,0,3,0,7,0,5,2,1,1,0,270248,0
Alex_Baptiste,0,0,0,0,0,0,0,70,0,3888,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,1,1,65,0
Alex_Bruce,0,0,0,0,0,0,0,63,0,3520,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,2,0,339,0
Alex_Iwobi,43,0,0,0,40,2,0,61,0,3387,1,70,0,0,3,0,0,0,5,0,7,0,4,1,2,1,0,23084,0
Alex_McCarthy,0,0,0,0,0,0,0,64,0,3467,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,51,0
Alex_Oxlade-Chamberlain,11,0,0,1,9,0,0,61,0,3384,0,20,0,0,3,0,0,0,0,0,7,0,0,0,0,1,0,425,0
Alex_Pritchard,0,0,0,0,0,0,0,68,0,3767,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,2,4,0
Alfie_Mawson,0,0,0,0,0,0,0,67,0,3924,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,2,1,21,0
Allan-Rom�o_Nyom,18,0,0,1,10,0,0,66,2,3778,1,90,0,1,15,0,0,0,0,0,7,0,0,0,0,1,1,1198,0
Allan_McGregor,0,0,0,0,0,0,0,63,0,3512,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,2,0,14,0
Almen_Abdi,0,0,0,0,0,0,0,69,0,3783,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,2,2,5,0
Ander_Herrera,82,0,0,10,73,2,0,65,3,3628,1,83,0,0,14,0,0,0,6,0,7,0,0,2,2,1,1,769,1
Andreas_Pereira,0,0,0,0,0,0,0,65,0,3629,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,1,17,0
Andrew_Robertson,51,0,0,8,40,0,0,63,1,3518,0,90,0,0,4,0,0,0,6,0,7,0,1,0,0,2,0,2852,1
Andrew_Surman,54,0,0,0,44,1,0,69,1,3405,1,90,0,0,18,0,0,0,4,0,7,0,1,0,1,2,2,192,0
Andre_Gray,0,0,0,0,0,0,0,61,0,3434,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,384,0
Andros_Townsend,23,0,0,2,20,2,0,62,0,3486,0,90,0,1,6,0,0,0,3,0,7,0,3,1,0,1,1,6871,1
Andr�_Ayew,0,0,0,0,0,0,0,70,0,3740,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,1,13,0
Andy_Carroll,0,0,0,0,0,0,0,70,0,3834,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,1,57,0
Andy_King,0,0,0,0,0,0,0,64,0,3544,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,197,0
Angelo_Ogbonna,26,0,0,9,23,0,0,70,1,3822,2,90,0,1,12,0,0,0,3,0,7,0,2,2,0,1,1,369,0
Angel_Rangel,55,1,0,9,44,1,0,67,1,3727,1,90,0,1,9,1,0,0,7,0,7,0,0,6,0,2,1,312,0
Anthony_Martial,8,0,0,0,8,0,0,65,0,3633,1,24,0,1,14,0,0,0,0,0,7,0,1,0,0,1,1,185,0
Antonio_Barrag�n,44,0,0,4,37,1,0,70,3,3843,0,90,0,1,20,0,0,0,5,0,7,0,0,4,0,1,1,1599,1
Antonio_Valencia,55,0,0,4,50,1,0,65,2,3616,1,90,0,0,14,0,0,0,6,0,7,0,0,4,0,1,1,21269,1
Arouna_Kon�,0,0,0,0,0,0,0,62,0,3510,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,1,1,881,0
Arthur_Masuaku,0,0,0,0,0,0,0,70,0,3871,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,1,21,0
Artur_Boruc,18,0,0,0,7,0,0,69,0,3395,0,90,0,0,18,0,0,0,8,0,7,5,0,0,0,2,2,53814,0
Ashley_Barnes,0,0,0,0,0,0,0,61,0,3436,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0,687,0
Ashley_Fletcher,0,0,0,0,0,0,0,70,0,3901,0,0,0,0,12,0,0,0,0,0,7,0,0,0,0,1,1,1034,0
Ashley_Williams,32,0,0,11,20,0,0,62,0,3725,0,90,0,0,5,0,0,0,1,0,7,0,0,1,0,1,1,24249,0
Ashley_Young,0,0,0,0,0,0,0,65,0,3626,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,1,64,0
Asmir_Begovic,0,0,0,0,0,0,0,63,0,3440,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,2,0,47,0
Bacary_Sagna,0,0,0,0,0,0,0,68,0,3590,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,2,8644,0
Baf�timbi_Gomis,0,0,0,0,0,0,0,67,0,3743,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,2,1,19,0
Bakary_Sako,0,0,0,0,0,0,0,62,0,3485,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,1,1,38,0
Bamidele_Alli,14,0,0,1,10,2,0,68,4,3764,1,85,1,0,10,0,0,0,1,0,7,0,4,0,0,0,2,987,0
Bartosz_Kapustka,0,0,0,0,0,0,0,64,0,3863,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,9,0
Bastian_Schweinsteiger,0,0,0,0,0,0,0,65,0,3631,0,0,0,0,14,0,0,0,0,0,7,0,0,0,0,1,1,37,0
Benik_Afobe,2,0,0,0,2,0,0,69,0,3418,0,1,0,0,18,0,0,0,1,0,7,0,0,0,0,2,2,285,0
Benjamin_Chilwell,0,0,0,0,0,0,0,64,0,3862,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,70,0
Ben_Davies,0,0,0,0,0,0,0,68,0,3752,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,2,672,0
Ben_Foster,29,0,0,1,12,0,0,66,0,3796,0,90,0,0,15,0,0,0,12,0,7,2,0,0,0,1,1,17379,0
Ben_Gibson,57,0,0,9,52,0,0,70,0,3644,0,90,0,0,20,0,0,0,3,0,7,0,0,0,0,1,1,71088,0
Ben_Hamer,0,0,0,0,0,0,0,64,0,3949,0,0,0,0,13,0,0,0,0,0,7,0,0,0,0,0,0,33,0
Ben_Hinchcliffe,0,0,0,0,0,0,0,63,0,3911,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,2,0,206,0
Ben_Mee,38,0,0,12,24,0,0,61,0,3422,1,90,0,0,1,0,0,0,5,0,7,0,0,0,0,1,0,940,0
Ben_Watson,0,0,0,0,0,0,0,69,0,3784,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,2,2,351,0
Ben_Wynter,0,0,0,0,0,0,0,62,0,3951,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,1,1,1755,0
Bernardo_Espinosa Z��iga,0,0,0,0,0,0,0,70,0,3646,0,0,0,0,20,0,0,0,0,0,7,0,0,0,0,1,1,30,0
Bertrand_Traore,0,0,0,0,0,0,0,63,0,3457,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,2,0,4,0
Billy_Jones,0,0,0,0,0,0,0,66,0,3709,0,0,0,0,19,0,0,0,0,0,7,0,0,0,0,1,1,53,0
