name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,30,0,0,2,21,0,0,372,0,23459,2,90,1,1,3,0,0,0,0,0,38,0,3,0,1,2,1,446,0
Aaron_Lennon,0,0,0,0,0,0,0,371,0,23147,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,1,3,13,0
Aaron_Ramsdale,0,0,0,0,0,0,0,375,0,23682,0,0,0,0,8,0,0,0,0,0,38,0,0,0,0,1,1,0,0
Aaron_Ramsey,56,1,0,3,47,1,0,371,1,23021,1,90,0,0,6,0,0,0,12,0,38,0,0,0,0,1,3,883,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,377,0,23617,0,0,0,0,11,0,0,0,0,0,38,0,0,0,0,0,2,22,0
Abdoulaye_Doucour�,40,0,1,0,35,1,0,380,1,23487,0,90,0,0,10,0,0,0,9,0,38,0,1,1,0,5,0,25,1
Abdul Rahman_Baba,0,0,0,0,0,0,0,373,0,23085,0,0,0,0,15,0,0,0,0,0,38,0,0,0,0,1,5,10,0
Abel_Hern�ndez,0,0,0,0,0,0,0,374,0,23168,0,0,0,0,17,0,0,0,0,0,38,0,0,0,0,7,1,86,0
Adama_Diomande,0,0,0,0,0,0,0,374,0,23169,0,0,0,0,17,0,0,0,0,0,38,0,0,0,0,7,1,6446,0
Adama_Traor�,0,0,0,0,0,0,0,376,0,23568,0,0,0,0,9,0,0,0,0,0,38,0,0,0,0,0,3,61,0
Adam_Clayton,15,0,0,5,12,0,0,376,3,23288,0,90,0,1,9,0,0,0,1,0,38,0,1,0,0,0,3,139,0
Adam_Federici,0,0,0,0,0,0,0,375,0,23035,0,0,0,0,8,0,0,0,0,0,38,0,0,0,0,1,1,37,0
Adam_Forshaw,25,0,2,3,17,0,0,376,1,23291,0,90,0,0,9,0,0,0,2,0,38,0,0,0,1,0,3,58,0
Adam_Lallana,73,0,0,0,66,1,0,376,0,23210,4,90,1,0,12,0,0,0,3,0,38,0,5,0,0,0,3,27904,0
Adam_Matthews,0,0,0,0,0,0,0,373,0,23350,0,0,0,0,4,0,0,0,0,0,38,0,0,0,0,1,5,16,0
Adam_Reach,0,0,0,0,0,0,0,376,0,23290,0,0,0,0,9,0,0,0,0,0,38,0,0,0,0,0,3,2,0
Adam_Smith,45,0,0,4,42,1,0,375,0,23039,1,90,0,1,8,0,0,0,3,0,38,0,2,2,0,1,1,15359,0
Ademola_Lookman,0,0,0,0,0,0,0,371,0,23632,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,1,3,10,0
Adl�ne_Gu�dioura,0,0,0,0,0,0,0,376,0,23420,0,0,0,0,9,0,0,0,0,0,38,0,0,0,0,0,3,23,0
Adnan_Januzaj,6,0,0,1,4,1,0,373,0,23266,2,61,0,0,4,0,0,0,3,0,38,0,3,1,0,1,5,27,0
Adrian_Mariappa,0,0,0,0,0,0,0,380,0,23561,0,0,0,0,10,0,0,0,0,0,38,0,0,0,0,5,0,480,0
Adri�n_San Miguel del Castillo,34,0,0,0,12,0,0,372,0,23455,0,90,0,0,3,0,0,0,8,0,38,0,0,0,0,2,1,2989,0
Ahmed_Elmohamady,3,0,0,0,1,0,0,374,0,23163,0,19,0,0,17,0,0,0,0,0,38,0,1,1,0,7,1,70,0
Ahmed_Musa,0,0,0,0,0,0,0,375,0,23192,0,0,0,0,2,0,0,0,0,0,38,0,0,0,0,1,1,112,0
Aiden_O'Neill,0,0,0,0,0,0,0,372,0,23536,0,0,0,0,20,0,0,0,0,0,38,0,0,0,0,2,1,2,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,371,0,23598,0,0,0,0,6,0,0,0,0,0,38,0,0,0,0,1,3,8,0
Alberto_Moreno,4,0,0,0,4,0,0,376,0,23197,0,5,0,0,12,0,0,0,0,0,38,0,0,0,0,0,3,131,0
Albert_Adomah,0,0,0,0,0,0,0,376,0,23286,0,0,0,0,9,0,0,0,0,0,38,0,0,0,0,0,3,4,0
Aleix_Garc�a Serrano,0,0,0,0,0,0,0,380,0,23583,0,0,0,0,18,0,0,0,0,0,38,0,0,0,0,5,0,18,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,380,0,23225,0,0,0,0,18,0,0,0,0,0,38,0,0,0,0,5,0,2123,0
Alexander_Manninger,0,0,0,0,0,0,0,376,0,23529,0,0,0,0,12,0,0,0,0,0,38,0,0,0,0,0,3,79,0
Alexis_S�nchez,36,1,0,1,26,1,0,371,1,23017,2,67,0,1,6,0,0,0,3,0,38,0,6,0,0,1,3,72211,0
Alex_Baptiste,0,0,0,0,0,0,0,376,0,23527,0,0,0,0,9,0,0,0,0,0,38,0,0,0,0,0,3,5,0
Alex_Bruce,0,0,0,0,0,0,0,374,0,23159,0,0,0,0,17,0,0,0,0,0,38,0,0,0,0,7,1,18,0
Alex_Iwobi,8,0,1,0,7,2,0,371,0,23026,0,23,0,0,6,0,0,0,0,0,38,0,0,0,0,1,3,342,0
Alex_McCarthy,0,0,0,0,0,0,0,378,0,23106,0,0,0,0,14,0,0,0,0,0,38,0,0,0,0,1,0,30,0
Alex_Oxlade-Chamberlain,0,0,0,0,0,0,0,371,0,23023,0,0,0,0,6,0,0,0,0,0,38,0,0,0,0,1,3,233,0
Alex_Palmer,0,0,0,0,0,0,0,379,0,23606,0,0,0,0,16,0,0,0,0,0,38,0,0,0,0,1,2,15,0
Alex_Pike,0,0,0,0,0,0,0,372,0,23613,0,0,0,0,3,0,0,0,0,0,38,0,0,0,0,2,1,7,0
Alex_Pritchard,0,0,0,0,0,0,0,374,0,23406,0,0,0,0,7,0,0,0,0,0,38,0,0,0,0,7,1,3,0
Alfie_Mawson,58,0,0,6,51,1,0,379,0,23563,1,90,0,0,19,0,0,0,5,0,38,0,0,1,1,1,2,9284,0
Alfred_N'Diaye,33,0,0,1,29,1,0,374,4,23649,0,90,1,0,17,0,0,0,7,0,38,0,1,1,0,7,1,3500,0
Allan-Rom�o_Nyom,31,0,0,4,27,0,0,379,0,23417,0,90,0,0,16,0,0,0,6,0,38,0,1,0,0,1,2,1469,0
Allan_McGregor,0,0,0,0,0,0,0,374,0,23151,0,0,0,0,17,0,0,0,0,0,38,0,0,0,0,7,1,11,0
Almen_Abdi,0,0,0,0,0,0,0,380,0,23422,0,0,0,0,10,0,0,0,0,0,38,0,0,0,0,5,0,5,0
Ander_Herrera,0,0,0,0,0,0,0,377,0,23267,0,0,0,0,5,0,0,0,0,0,38,0,0,0,0,0,2,1657,0
Andreas_Pereira,0,0,0,0,0,0,0,377,0,23268,0,0,0,0,5,0,0,0,0,0,38,0,0,0,0,0,2,10,0
Andrea_Ranocchia,31,0,0,11,26,0,0,374,0,23643,1,90,0,0,17,0,0,0,5,0,38,0,1,4,0,7,1,227,0
Andrew_Eleftheriou,14,0,0,2,12,0,0,380,0,23610,0,52,0,0,10,0,0,0,3,0,38,0,1,0,0,5,0,58,0
Andrew_Robertson,5,0,0,0,4,0,0,374,1,23157,0,18,0,0,17,0,0,0,1,0,38,0,0,0,0,7,1,857,0
Andrew_Surman,66,0,0,4,57,4,0,375,1,23044,1,90,0,0,8,0,0,0,8,0,38,0,0,0,1,1,1,13,0
Andre_Gray,18,2,1,0,13,0,0,372,1,23073,2,77,0,0,20,0,0,0,1,0,38,0,1,0,2,2,1,3105,0
