name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,381,1,1,29,307,13,1,220,7,10,90,5,1,1,0,0,0,55,0,22,3,15,2,7,1,0,3,Arsenal,553,0,0,21,477,11,0,10,7,3,2,0,0,0,53,0,2,11,6,8,0,2,3
Burnley,418,1,1,46,282,5,1,212,5,8,0,2,2,9,0,0,0,75,0,22,2,11,10,6,2,1,2,Fulham,569,1,1,37,454,7,0,9,11,0,6,0,0,0,76,0,0,22,6,4,1,2,3
Crystal Palace,408,1,3,32,310,12,0,215,11,10,90,3,5,18,0,0,0,59,0,22,0,15,8,6,1,1,7,Watford,334,0,2,57,261,13,1,11,9,2,2,0,0,0,53,0,6,32,5,9,2,4,2
Everton,396,2,2,45,296,7,3,216,17,11,90,1,5,2,0,0,0,64,0,22,7,14,5,8,2,5,2,AFC Bournemouth,375,1,1,32,259,8,0,8,11,1,5,0,0,0,54,0,0,19,7,7,0,0,7
Leicester City,552,0,1,18,439,9,0,217,7,19,0,4,4,16,1,0,0,54,0,22,1,15,4,8,1,2,5,Southampton,226,0,0,90,127,3,0,9,5,4,2,0,0,0,51,1,4,10,12,3,2,1,3
Cardiff City,267,1,1,54,155,7,0,213,12,3,0,3,2,10,0,0,0,64,0,22,3,11,3,0,0,3,0,Huddersfield Town,423,0,0,45,296,8,0,14,12,3,4,0,0,0,65,0,0,14,5,4,0,1,3
Tottenham,569,2,2,23,475,7,0,219,8,16,0,4,7,14,0,0,0,68,0,22,7,15,6,6,0,1,11,Manchester United,364,0,0,36,266,10,0,8,9,1,2,0,0,0,65,0,11,19,4,3,1,2,8
Brighton,300,0,0,32,207,5,0,211,15,6,0,5,3,12,1,0,0,68,0,22,2,10,4,5,0,0,0,Liverpool,753,2,2,22,641,10,0,5,9,0,3,0,0,0,61,0,0,11,4,5,1,0,3
Chelsea,697,3,2,29,597,10,0,214,6,9,0,5,2,15,0,0,0,68,0,22,1,23,11,2,2,1,6,Newcastle United,351,0,0,39,261,6,0,13,8,1,4,0,0,0,59,0,4,18,15,6,1,1,2
Manchester City,869,2,1,17,802,12,0,218,6,19,0,3,5,20,0,0,0,63,0,22,0,18,7,7,3,1,10,Wolves,281,0,0,48,189,9,0,3,2,1,0,1,0,0,51,1,7,11,6,1,0,0,0
