name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,244,1,1,42,157,7,0,250,9,9,90,1,1,12,0,0,0,75,0,25,5,16,3,7,1,1,2,Liverpool,692,1,0,22,583,13,0,11,9,3,2,0,0,0,62,0,1,19,0,3,1,1,6
Burnley,457,0,1,19,313,14,0,242,10,11,0,2,5,16,0,0,0,86,0,25,3,17,2,3,1,3,6,Southampton,408,1,1,41,269,8,0,9,10,0,2,1,0,0,83,0,5,12,8,3,1,1,4
Crystal Palace,346,0,0,41,263,5,0,245,9,10,90,1,3,9,0,0,0,55,0,25,0,16,2,6,2,2,6,Fulham,606,1,1,39,520,11,0,12,7,1,5,1,0,0,56,0,4,25,8,7,0,3,0
Everton,530,2,2,15,431,10,1,246,12,8,30,2,3,20,1,0,0,67,0,25,1,22,6,2,1,3,4,Wolves,300,3,2,47,204,7,0,14,6,1,0,0,0,0,72,0,3,19,5,2,3,1,4
Everton,336,0,0,40,251,14,1,266,12,1,0,0,1,13,0,0,0,55,0,25,2,21,13,0,0,1,1,Manchester City,547,3,3,37,468,11,0,6,8,5,2,0,0,0,62,0,1,26,7,4,2,1,4
Leicester City,419,1,1,28,327,12,1,247,14,10,0,0,5,14,0,0,0,71,0,25,5,16,7,8,0,4,6,Manchester United,533,2,1,39,431,16,0,9,9,1,3,0,0,0,64,0,6,12,8,2,1,4,6
Cardiff City,218,2,1,47,134,5,0,243,17,9,0,2,2,2,0,0,0,56,0,25,2,13,5,0,2,1,5,AFC Bournemouth,617,0,0,31,516,21,0,14,8,0,3,1,0,0,54,0,3,17,1,5,0,2,2
Tottenham,748,5,6,25,651,9,0,249,6,18,0,2,5,15,0,0,0,75,0,25,2,17,2,8,1,0,2,Newcastle United,295,0,0,67,199,8,1,6,4,2,4,0,0,0,62,0,1,10,8,3,0,1,2
Brighton,459,4,4,37,351,18,0,241,15,20,0,4,7,18,0,0,0,76,0,25,0,26,3,13,0,1,4,Watford,383,0,0,50,268,4,0,10,4,0,2,0,0,0,55,0,4,21,4,5,0,0,0
Chelsea,739,4,2,18,653,22,0,244,8,19,90,2,3,10,0,0,0,72,0,25,2,13,15,8,5,0,7,Huddersfield Town,397,0,0,41,320,10,0,5,5,1,2,1,0,0,65,0,2,27,7,1,0,0,2
Manchester City,614,2,0,28,539,18,0,248,11,12,0,5,2,1,0,0,0,58,0,25,1,11,7,3,3,1,12,Arsenal,433,1,0,45,340,10,0,8,4,0,0,0,0,0,47,0,9,13,3,0,1,1,2
