name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,267,0,0,37,181,2,0,135,10,3,62,1,0,3,0,0,0,51,1,14,4,14,1,3,1,0,2,Brighton,567,2,0,43,478,8,1,12,11,4,4,0,0,0,63,0,1,12,5,3,2,2,6
Arsenal,476,1,0,32,403,4,1,131,15,16,45,5,6,17,1,0,0,66,0,14,4,23,10,11,4,3,6,Tottenham,329,0,0,31,236,7,1,17,6,2,1,1,0,0,65,1,2,25,5,3,2,3,6
Crystal Palace,519,1,1,30,418,14,0,134,9,23,90,1,2,4,0,0,0,71,0,14,0,18,3,11,2,1,9,Burnley,356,0,0,55,268,3,1,10,3,2,3,0,0,0,57,0,7,8,5,2,0,1,0
Liverpool,525,3,4,25,418,8,0,137,12,11,0,1,4,8,0,0,0,61,0,14,3,16,2,10,1,3,3,Everton,390,2,2,54,282,4,1,7,5,3,3,0,0,0,61,0,2,21,9,4,0,2,3
Leicester City,304,1,1,67,210,11,0,136,7,4,0,1,1,18,0,0,0,53,0,14,0,15,10,3,2,2,3,Watford,498,3,3,26,410,4,1,6,6,1,3,1,0,0,57,1,1,27,4,6,0,1,0
Southampton,358,0,0,40,278,9,1,140,12,8,90,0,3,14,0,0,0,57,0,14,3,24,10,6,2,4,6,Manchester United,520,1,0,28,436,10,0,13,10,2,4,0,0,0,52,0,4,21,10,4,2,4,5
Cardiff City,311,1,0,34,190,7,0,132,3,7,0,2,6,20,0,0,0,65,0,14,3,21,8,8,2,1,2,Wolves,341,0,0,66,236,5,0,12,11,0,2,0,0,0,65,0,0,26,8,9,1,2,4
Chelsea,726,2,1,29,647,8,0,133,8,8,0,0,1,9,0,0,0,52,0,14,4,23,9,1,2,2,9,Fulham,359,0,0,35,261,9,3,17,8,1,2,0,0,0,61,0,7,18,5,4,0,1,4
Manchester City,786,2,1,33,712,11,0,138,9,12,0,2,3,2,0,0,0,43,0,14,0,6,10,4,3,0,6,AFC Bournemouth,287,1,1,53,211,7,0,3,4,3,1,0,0,0,41,0,3,14,5,2,1,0,1
Newcastle United,491,1,1,25,405,8,0,139,10,14,77,3,4,19,0,0,0,78,0,14,1,25,6,7,0,3,4,West Ham United,360,7,4,50,250,7,0,10,8,3,2,0,0,0,74,0,4,14,8,3,3,3,4
