name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,399,0,0,33,303,3,1,24,8,2,90,1,2,5,0,0,0,49,1,3,4,19,6,2,0,0,1,Cardiff City,286,1,1,51,193,5,1,10,12,1,2,0,0,0,51,0,1,14,8,6,0,1,4
Arsenal,542,2,0,36,461,9,1,21,16,14,90,3,3,19,0,0,0,65,0,3,4,15,10,2,3,1,12,West Ham United,341,2,2,45,257,17,0,13,11,3,4,0,0,0,57,0,9,15,8,5,1,3,5
Watford,333,0,1,32,226,7,0,29,14,12,90,1,3,7,0,0,0,64,0,3,2,18,8,4,2,4,5,Crystal Palace,438,1,2,36,327,2,0,11,8,3,2,0,0,0,56,0,3,26,4,5,1,2,3
Fulham,574,2,0,32,490,5,0,23,11,22,0,1,5,4,0,0,0,64,0,3,0,21,7,10,4,2,12,Burnley,300,1,0,32,223,7,0,8,8,5,4,0,0,0,61,0,8,9,4,5,2,1,2
Wolves,258,1,1,49,176,6,1,30,13,9,18,4,5,13,0,0,0,53,0,3,5,10,6,6,1,1,2,Manchester City,646,2,1,22,579,20,0,8,11,3,3,0,0,0,49,0,1,20,7,6,1,2,6
Liverpool,765,1,1,23,669,13,0,25,8,18,0,1,3,3,0,0,0,57,0,3,2,21,7,7,1,1,7,Brighton,325,1,1,69,238,8,0,14,4,3,3,0,0,0,64,0,6,22,5,2,0,1,2
AFC Bournemouth,382,3,3,26,301,6,0,22,12,12,60,5,4,8,0,0,0,49,1,3,1,21,7,10,2,0,5,Everton,390,0,0,44,303,8,0,10,9,0,4,1,0,0,53,1,3,17,5,5,2,3,3
Manchester United,488,0,1,26,375,7,1,26,11,17,35,2,8,17,0,0,0,75,0,3,2,23,6,12,0,2,5,Tottenham,377,2,2,57,256,6,2,16,7,1,1,0,0,0,68,0,5,11,11,2,3,3,5
Southampton,446,0,0,27,374,9,1,28,13,7,90,1,4,11,0,0,0,37,1,3,3,15,4,4,1,1,5,Leicester City,426,1,1,46,353,3,0,11,5,0,0,0,0,0,47,0,4,16,7,3,2,1,5
Newcastle United,200,0,0,56,131,2,0,27,16,4,17,2,5,6,1,0,0,53,0,3,2,18,4,2,1,3,2,Chelsea,913,0,0,26,838,6,0,8,9,2,0,0,0,0,56,0,1,22,4,7,2,1,4
