name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Burnley,276,0,0,62,170,5,1,72,9,6,90,3,5,10,0,0,0,56,0,8,1,10,5,0,1,2,3,Huddersfield Town,582,1,1,17,465,3,0,11,17,0,6,0,0,0,53,0,2,17,2,8,1,2,2
Crystal Palace,642,0,1,27,530,9,0,73,11,6,90,1,4,20,0,0,0,55,0,8,1,19,9,4,0,3,4,Wolves,315,1,1,42,215,4,1,13,5,1,1,0,0,0,68,0,4,17,3,5,1,4,2
Watford,371,1,1,21,289,3,0,80,11,9,90,1,0,2,1,0,0,50,1,8,3,9,5,2,0,3,2,AFC Bournemouth,422,3,1,56,354,2,0,9,7,2,3,0,0,0,57,0,2,17,3,3,4,1,7
Fulham,470,2,1,32,381,2,0,74,11,16,36,4,3,1,0,0,0,62,0,8,2,20,7,8,1,2,4,Arsenal,506,1,0,37,399,8,1,12,7,1,2,0,0,0,66,0,3,16,13,2,5,0,7
Liverpool,514,0,0,32,429,4,1,76,10,6,0,2,3,13,1,0,0,57,0,8,2,16,8,4,0,1,2,Manchester City,527,0,1,38,440,7,0,10,4,5,1,0,1,0,57,0,2,17,8,3,0,3,2
Leicester City,461,2,2,43,347,7,1,75,10,7,0,5,3,8,0,0,0,60,1,8,6,11,5,5,1,2,2,Everton,422,0,0,31,312,10,0,11,12,0,2,0,0,0,72,0,1,13,4,5,2,1,8
Manchester United,609,4,4,25,509,6,0,77,16,13,23,1,7,15,0,0,0,62,0,8,6,18,5,5,3,2,10,Newcastle United,222,2,2,77,129,4,0,8,11,0,2,0,0,0,55,0,7,10,2,5,2,2,8
Southampton,344,1,2,63,271,2,0,78,13,9,90,0,3,6,0,0,0,50,0,8,3,13,9,6,0,6,6,Chelsea,652,5,2,23,576,4,0,11,16,0,1,0,0,0,46,0,6,21,2,3,3,0,6
Tottenham,685,1,1,30,590,11,0,79,7,15,0,0,4,5,0,0,0,49,0,8,5,15,6,6,1,3,6,Cardiff City,222,3,3,62,138,5,1,11,5,3,0,0,0,0,56,1,5,18,3,2,0,1,5
Brighton,281,1,0,45,190,11,0,71,12,7,70,5,2,19,0,0,0,59,0,8,4,12,8,4,1,3,4,West Ham United,513,1,1,25,429,5,0,8,12,1,2,0,0,0,53,0,3,19,8,7,0,2,4
