name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,376,2,3,44,289,11,1,179,9,12,0,4,5,18,1,0,0,59,0,18,3,24,2,5,0,3,7,Watford,381,3,2,57,280,12,0,11,6,2,1,0,0,0,57,0,7,20,3,1,2,2,5
Huddersfield Town,525,0,1,34,397,2,0,176,12,11,0,3,4,16,1,0,0,75,0,18,3,12,5,5,1,2,5,Southampton,327,4,2,62,214,13,0,9,10,1,1,0,0,0,64,0,4,14,7,6,3,3,6
Arsenal,554,0,0,28,478,7,0,171,10,7,0,2,1,4,0,0,0,53,0,18,1,16,5,1,3,2,6,Burnley,358,2,1,28,271,6,0,14,4,4,3,0,0,0,59,0,3,17,8,3,1,5,2
Wolves,420,0,1,39,316,13,1,180,7,8,62,4,2,12,0,0,0,64,0,18,5,18,15,4,0,0,5,Liverpool,674,3,3,26,574,16,3,3,12,2,0,0,0,0,57,0,5,26,7,4,2,0,7
AFC Bournemouth,540,0,0,22,436,10,1,172,8,10,0,3,4,3,0,0,0,60,0,18,5,19,3,7,2,2,3,Brighton,396,1,1,37,294,10,0,18,8,2,4,0,0,0,62,1,1,12,5,4,0,0,5
Everton,412,1,0,26,312,5,0,175,13,7,0,4,3,17,0,0,0,69,0,18,2,13,4,5,2,0,3,Tottenham,603,3,1,42,502,9,0,9,10,2,2,0,0,0,61,0,1,11,3,7,6,2,8
Cardiff City,210,0,0,33,138,5,0,173,13,6,0,3,4,14,1,0,0,49,0,18,4,18,8,5,1,2,3,Manchester United,639,1,0,21,554,10,0,13,12,0,0,1,0,0,50,0,2,18,9,4,5,1,9
Chelsea,692,4,4,27,609,15,2,174,10,12,0,3,0,11,0,0,0,74,0,18,2,23,9,8,0,0,5,Leicester City,264,0,0,60,178,8,2,9,6,2,4,0,0,0,65,0,5,18,11,2,1,2,3
Manchester City,733,2,1,10,650,9,0,177,7,15,0,2,7,7,1,0,0,59,0,18,0,25,3,9,2,0,5,Crystal Palace,213,1,1,66,120,5,0,6,3,1,1,0,0,0,50,0,3,18,8,2,3,4,3
Newcastle United,498,0,0,21,404,5,0,178,9,5,90,2,7,9,0,0,0,62,0,18,2,7,11,5,0,1,0,Fulham,461,0,0,55,362,6,0,12,3,4,0,0,0,0,60,0,0,24,5,0,0,2,2
