name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,410,0,0,32,328,15,0,349,8,10,0,1,3,11,0,0,0,63,0,35,3,26,5,5,2,2,3,Leicester City,424,1,0,36,347,15,1,9,10,2,2,0,0,0,57,0,1,19,6,5,2,0,5
Huddersfield Town,378,1,0,28,306,7,0,346,15,8,90,1,2,18,0,0,0,58,0,35,4,16,5,5,1,2,3,Watford,456,0,0,28,382,5,0,9,5,2,1,0,0,0,63,0,2,17,10,4,2,2,6
Arsenal,658,2,1,20,584,19,0,341,15,9,0,1,1,7,0,0,0,55,0,35,4,26,5,5,2,4,5,Crystal Palace,248,4,1,51,166,7,0,12,15,2,1,0,0,0,52,0,3,15,8,5,3,1,7
Watford,598,1,2,24,476,12,0,308,10,10,90,4,3,16,0,0,0,71,0,35,3,21,7,3,1,5,4,Southampton,357,2,3,55,244,8,0,14,4,5,3,0,0,0,77,0,3,17,7,3,1,2,4
Wolves,615,2,3,16,546,10,0,350,0,17,6,0,10,3,0,0,0,64,0,35,0,24,6,13,0,0,5,Brighton,295,0,0,51,214,5,1,8,4,1,1,0,0,0,55,0,5,12,11,4,0,1,0
Wolves,285,1,0,45,213,7,1,310,12,8,8,1,1,1,0,0,0,47,0,35,0,6,5,5,3,2,3,Arsenal,690,1,0,10,612,10,0,9,9,3,3,0,0,0,45,0,0,15,3,4,1,3,1
AFC Bournemouth,444,3,5,34,368,7,1,342,11,10,0,1,2,9,1,0,0,50,0,35,4,13,5,6,0,1,5,Fulham,457,2,3,28,378,8,0,18,13,0,3,0,0,0,55,0,5,21,9,6,1,3,5
Everton,386,1,1,39,310,3,0,345,11,11,0,1,4,14,0,0,0,66,0,35,1,12,5,3,4,1,8,Manchester United,421,0,0,31,332,7,0,7,4,1,0,0,0,0,56,0,4,15,8,5,0,1,1
Manchester United,403,0,0,24,319,12,0,306,10,10,7,0,0,13,0,0,0,64,0,35,3,15,7,6,0,2,1,Manchester City,701,0,0,31,609,17,0,10,7,2,1,0,0,0,74,0,1,13,5,3,2,2,5
Cardiff City,194,1,1,37,106,7,0,343,6,6,0,4,2,12,1,0,0,57,0,35,4,14,5,2,0,1,2,Liverpool,623,2,2,23,535,12,0,5,14,2,3,0,0,0,61,0,2,15,6,8,2,1,6
Tottenham,717,0,0,15,624,7,0,328,7,21,0,2,4,3,0,0,0,65,0,35,1,18,4,12,1,1,5,Brighton,200,0,0,58,102,6,0,13,6,1,1,0,0,0,54,0,4,13,3,4,0,2,1
Chelsea,683,1,1,15,596,12,0,344,9,16,90,1,3,4,0,0,0,70,0,35,1,15,6,8,2,2,8,Burnley,221,1,0,67,132,5,1,4,4,2,1,0,0,0,70,0,6,15,3,2,2,1,3
Newcastle United,315,1,0,48,199,10,0,348,5,7,0,0,2,16,0,0,0,56,0,35,3,16,7,3,3,0,5,Southampton,417,2,2,37,321,8,0,11,12,2,2,0,0,0,63,0,2,23,9,7,1,2,4
Manchester City,576,2,1,27,504,15,1,347,11,12,0,2,4,17,0,0,0,55,0,35,4,26,7,6,1,1,4,Tottenham,379,1,2,33,284,10,2,11,7,2,1,0,0,0,51,0,3,15,6,3,0,2,4
