name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
Huddersfield Town,345,0,1,35,247,2,0,224,10,4,0,2,2,13,0,0,0,65,0,23,1,13,6,3,0,2,2,Manchester City,734,4,2,23,639,14,1,9,12,2,3,0,0,0,65,0,2,22,8,6,3,2,4
Arsenal,355,3,2,61,268,8,0,221,13,11,66,1,10,6,0,0,0,66,0,23,1,13,12,7,2,0,5,Chelsea,648,1,1,23,565,13,2,15,12,0,1,0,0,0,71,0,3,33,4,9,0,2,1
Watford,413,2,2,46,311,5,1,229,14,8,0,2,4,4,0,0,0,55,0,23,3,12,13,3,0,1,4,Burnley,333,3,4,27,213,5,0,9,7,8,5,0,0,0,71,0,4,15,2,6,0,2,3
Fulham,250,1,1,57,170,9,0,223,10,9,0,7,3,17,0,0,0,58,0,23,3,13,7,5,1,2,5,Tottenham,681,3,1,29,575,6,1,8,12,1,9,0,0,0,57,0,4,15,9,6,2,3,5
Wolves,381,5,2,49,270,5,2,230,11,11,0,1,3,11,0,0,0,64,0,23,4,15,7,3,4,3,7,Leicester City,448,0,1,33,329,17,0,10,11,0,2,0,0,0,63,0,3,20,5,5,3,3,7
Liverpool,734,1,1,22,634,7,0,225,6,16,3,1,4,7,0,0,0,63,1,23,0,22,8,7,4,0,9,Crystal Palace,308,1,1,50,214,8,1,8,7,3,3,0,0,0,63,0,5,19,12,3,3,1,3
AFC Bournemouth,362,2,1,40,278,7,0,222,6,6,90,4,2,19,0,0,0,76,0,23,1,14,5,5,2,0,5,West Ham United,584,0,0,28,485,9,0,10,6,3,4,0,0,0,72,0,3,21,7,6,0,1,1
Manchester United,509,2,2,23,432,7,0,226,11,14,0,1,1,3,0,0,0,55,0,23,2,16,9,9,2,1,6,Brighton,387,1,0,36,307,4,0,11,6,2,4,1,0,0,55,0,4,14,6,3,1,0,3
Southampton,302,1,1,63,206,5,0,228,12,9,90,3,2,8,0,0,0,73,0,23,1,20,12,4,2,2,5,Everton,475,2,2,26,350,7,0,11,6,2,4,0,0,0,68,0,3,20,7,1,1,1,2
Newcastle United,369,2,0,44,282,1,0,227,11,15,90,1,1,5,0,0,0,61,0,23,1,25,4,5,3,0,6,Cardiff City,332,0,0,28,215,8,0,6,6,0,0,0,0,0,63,0,3,18,15,5,0,1,1
