name_h,attempted_passes_h,big_chances_created_h,big_chances_missed_h,clearances_blocks_interceptions_h,completed_passes_h,dribbles_h,errors_leading_to_goal_attempt_h,fixture_h,fouls_h,key_passes_h,minutes_h,offside_h,open_play_crosses_h,opponent_team_h,penalties_conceded_h,penalties_missed_h,penalties_saved_h,recoveries_h,red_cards_h,round_h,saves_h,tackled_h,tackles_h,target_missed_h,team_score_h,yellow_cards_h,shots_on_target_h,name_a,attempted_passes_a,big_chances_created_a,big_chances_missed_a,clearances_blocks_interceptions_a,completed_passes_a,dribbles_a,errors_leading_to_goal_attempt_a,fouls_a,key_passes_a,offside_a,open_play_crosses_a,penalties_conceded_a,penalties_missed_a,penalties_saved_a,recoveries_a,red_cards_a,saves_a,tackled_a,tackles_a,target_missed_a,team_score_a,yellow_cards_a,shots_on_target_a
West Ham United,492,0,0,28,387,11,0,209,9,11,90,0,1,3,0,0,0,58,0,21,4,16,4,6,2,0,6,Brighton,408,1,0,29,309,7,1,11,11,4,4,0,0,0,61,0,4,10,4,2,2,1,6
Huddersfield Town,363,1,0,37,235,5,0,206,11,8,0,0,2,4,0,0,0,68,1,21,6,9,5,3,1,0,3,Burnley,483,5,3,50,375,8,0,9,12,2,5,0,0,0,71,1,2,19,3,7,2,4,8
Arsenal,542,8,6,29,428,13,0,201,7,14,15,4,3,9,0,0,0,70,0,21,3,19,8,4,4,0,8,Fulham,366,5,4,47,271,5,1,12,8,4,2,0,0,0,71,0,4,16,9,4,1,1,4
Wolves,524,2,2,55,430,5,2,210,9,7,6,1,2,7,1,0,0,68,0,21,2,19,3,5,0,4,1,Crystal Palace,473,1,0,25,378,14,0,7,9,0,0,0,0,0,63,0,1,27,4,6,2,1,4
AFC Bournemouth,489,5,5,27,369,10,0,202,9,17,0,2,4,18,0,0,0,71,0,21,0,17,7,8,3,1,12,Watford,379,0,0,39,266,2,1,15,9,2,1,0,0,0,71,0,9,15,9,6,3,4,3
Everton,526,0,0,23,390,6,0,205,5,11,0,1,5,11,0,0,0,94,0,21,3,26,11,7,0,3,2,Leicester City,366,1,0,56,240,16,2,8,7,2,2,0,0,0,90,0,2,18,5,3,1,1,4
Cardiff City,290,1,1,26,216,7,3,203,6,5,0,6,2,17,0,0,0,60,0,21,1,9,6,2,0,1,3,Tottenham,823,1,1,27,747,9,0,6,9,2,2,0,0,0,57,0,3,14,3,6,3,0,4
Chelsea,747,0,0,26,632,24,1,204,8,13,0,5,3,16,0,0,0,74,0,21,2,21,5,2,0,1,6,Southampton,295,0,0,75,194,6,0,11,3,3,3,0,0,0,73,0,6,18,5,3,0,2,2
Manchester City,577,1,2,43,466,7,0,207,12,6,0,2,1,12,0,0,0,70,0,21,3,18,9,4,2,4,4,Liverpool,584,2,1,31,461,10,1,7,4,1,4,0,0,0,62,0,2,14,4,2,1,2,4
Newcastle United,348,0,0,25,250,8,1,208,10,13,68,0,4,14,0,0,0,64,0,21,5,17,9,8,0,1,3,Manchester United,686,3,2,34,593,10,0,9,11,0,1,0,0,0,58,0,3,29,7,6,2,2,7
